data.fullpath,data.thirdpartydataproviderid,data.Relevance,data.BidFactor,data.eCPM,data.eSpend,data.audiencesize
Past Purchases > Travel,bluekai,0.76,0.73,4.04,307,191339000
Demographic > Validated Demographic > Age > 40-49,bluekai,0.75,0.71,4.74,2537,22315800
Business to Business (B2B) > Functional Area > Information Technology,lotame,0.75,0.71,2.19,843,0
Demographic > Gender > Gender: Male,exelate,0.75,0.71,6.86,529,1
US > Premium > Telecommunications > Brand > Verizon,addthis,0.75,0.71,4.33,332,0
US > Premium > B2B > Business Data > Education Professional,addthis,0.75,0.71,3.96,203,0
interests > news > local & regional news > affinity,DataAlliance,0.74,0.7,3.22,1800,0
Nielsen TV > Genre > Drama Shows - Light Viewers,exelate,0.74,0.7,11.8,916,0
Nielsen > Auto > Light Duty Fullsize Pickup > Ford F-Series (JD Power),exelate,0.74,0.7,4.1,375,0
NCS > Pet Supplies > Dog Food Category,neustar_pro,0.74,0.7,7.2,374,0
Branded Data > Webbula > Demographic > Age > 25-34,bluekai,0.74,0.7,3.66,332,19379400
Branded Data > Infogroup > Consumer > Interests > Business & Finance > Finance & Investing > Personal Savings & Investments,bluekai,0.74,0.7,5.05,329,130485600
Business / B2B > Company Size > Medium-Small (50-99 Employees),eyeota,0.74,0.7,4.23,219,0
In-Market > Autos > Makes & Models > GMC,bluekai,0.74,0.7,3.28,170,535400
Demographics > Education > University,visualdna,0.74,0.7,2.33,122,0
Demographic > Optimized > Male > Confident,DataAlliance,0.73,0.69,11.23,5464,0
In-Market > Autos > Condition > New Cars,bluekai,0.73,0.69,4.57,5094,6138000
Business to Business (B2B) > Decision Makers > Finance Decision Makers,lotame,0.73,0.69,7.76,2543,0
Healthy Living > Dieting and Weight Loss,lotame,0.73,0.69,3.05,962,0
Branded Data > Lotame > B2B > Functional Area > Information Technology,bluekai,0.73,0.69,8.73,915,21051200
"Audience - Interests > Arts, Entertainment, & Events > Celebrity Gossip & Tabloid News > Extreme Confidence",DataAlliance,0.73,0.69,7.82,516,0
US > Premium > Health >  Health and Medical >  Healthcare,addthis,0.73,0.69,2.69,176,0
Global > B2B Demo > Roles > C-Suite,eyeota,0.72,0.67,14.94,4769,0
demographic > age > 18 to 24 > extreme,DataAlliance,0.72,0.67,3.45,3151,0
Business to Business (B2B) > Decision Makers > IT Decision Makers,lotame,0.72,0.67,4.33,1916,0
Demographic > Optimized > Female 55-64 > Confident,DataAlliance,0.72,0.67,3.69,1231,0
In-Market > Education > Disciplines > Business,bluekai,0.72,0.67,1.36,797,294600
interests > coupons & savings > affinity,DataAlliance,0.72,0.67,3.01,400,0
Asia-Pacific > video games,lotame,0.72,0.67,4.3,231,0
AudiencePredictor > Primrose Schools | i41f2ix > High Value User Lookalike > 10001,ttdeskpat,0.72,0.67,1.65,132,0
Hispanic > LLN US > US Hispanics Sports,lotame,0.71,0.66,4.9,2134,0
Audience - Interests > Food & Drink > Cooking & Recipes > Confident,DataAlliance,0.71,0.66,4.6,2065,0
Branded Data > Infogroup > Consumer > Demographics > Family > Position > Female head of household,bluekai,0.71,0.66,3.46,889,49133200
US > Premium > Women > Family,addthis,0.71,0.66,7.88,427,0
Predictors > Travel > Air Travel > International Flyers,bluekai,0.71,0.66,4.89,264,17172400
US > Premium > Telecommunications > Brand,addthis,0.71,0.66,2.25,121,0
Demographic > Optimized > Male > Extreme Confidence,DataAlliance,0.7,0.64,10.88,4033,0
advanced demographics > Declared Parents,lotame,0.7,0.64,7.19,3474,0
Demographic > Optimized > Female > Extreme Confidence,DataAlliance,0.7,0.64,3.49,3226,0
A/B Test Groups > Group 08,bluekai,0.7,0.64,4.12,1293,489203200
Demographic > Age > 45-49,bluekai,0.7,0.64,3.48,902,818200
Entertainment & Lifestyle > Interest > Video Games,visualdna,0.7,0.64,1.55,658,0
Branded Data > IXI > Small Business,bluekai,0.7,0.64,6.26,428,123256400
Automobiles > Models > Kia Forte,lotame,0.7,0.64,3.68,355,0
Intent > Shopping > Shopping - CPG > Shopping - CPG - Health and Beauty,exelate,0.7,0.64,1.99,328,1
Audience - Interests > Sports > Baseball > Confident,DataAlliance,0.7,0.64,7.38,306,0
Nielsen Buyer Insights > Fast Food > KFC - All Buyers,exelate,0.7,0.64,5.08,280,0
Business to Business (B2B) > Professional Groups > Business Professionals,lotame,0.7,0.64,2.47,239,0
Branded Data > Neustar AdAdvisor > Personal Finance > Health Insurance > AARP,bluekai,0.7,0.64,5.24,215,22303200
Demographic > Optimized > Male > High Confidence,DataAlliance,0.69,0.63,10.29,4593,0
demographic > income > 100k plus > confident,DataAlliance,0.69,0.63,3.46,3446,0
Global > B2B Demo > Functional Area > Information Technology,eyeota,0.69,0.63,1.35,1603,0
Branded Data > Lotame > Advanced Demographics > Declared Parents > Parents of Infants,bluekai,0.69,0.63,6.47,1088,15319600
In-Market > Retail > Shopping Predictors > Transaction Predictors > Consumer Packaged Goods (CPG) > Health & Beauty,bluekai,0.69,0.63,5.25,1020,208194200
Interest > Auto - Owners > Auto - Owners - Hybrid,exelate,0.69,0.63,4.61,321,1
B2BX > Industry > Healthcare,exelate,0.69,0.63,4.57,128,0
US > Reach > Auto > Class > Minivan and Vans,addthis,0.69,0.63,2.22,92,0
"Demographic > Financial Attributes > Estimated Household Income > $75,000-$99,999",bluekai,0.68,0.61,5.19,6488,141047800
Branded Data > Lotame > Business > C-Level Executives,bluekai,0.68,0.61,11.44,4997,0
Finance > Interest > Mortgage,visualdna,0.68,0.61,4.19,766,0
Demographics > Age > 35 to 44,visualdna,0.68,0.61,2.54,685,0
Interest > Arts & Entertainment > Film & Television > Movies,bluekai,0.68,0.61,2.85,568,205388800
Asia-Pacific > games and toys,lotame,0.68,0.61,4.15,351,0
Branded Data > Acxiom > Basic Rate > ACXM Demographic > Age > Five-Year Range > 45-49,bluekai,0.68,0.61,4.25,241,6342000
Interest  > Sports > Winter Sports,eyeota,0.68,0.61,4.12,234,0
Retail > Retail - Supermarkets > Retail - Supermarkets - Trader Joes > Retail - Supermarkets - Trader Joes - Light Credit/Debit Buyer,exelate,0.68,0.61,1,155,0
demographic > age > 18 to 24 > high,DataAlliance,0.67,0.6,3.52,3437,0
"Demographic > Income Level > ""Income Level - $75,000 to $99,999""",exelate,0.67,0.6,6.98,1102,1
Branded Data > Experian > Age > 40-49,bluekai,0.67,0.6,5.45,779,54704400
interests > travel > hotels > affinity,DataAlliance,0.67,0.6,1.9,576,0
AU Experian > Age > 55-64,eyeota,0.67,0.6,5.46,390,0
Demographic > Lifestyle > Lifestyle - Without Children,exelate,0.67,0.6,2.25,290,1
Audience - Interests > Sports > Soccer > Confident,DataAlliance,0.67,0.6,1.23,266,0
Hispanic > LLN US > US Hispanics Home & Family,lotame,0.66,0.58,4.66,2383,0
Audience - Purchase Intent > Discount & Coupon Shoppers > Confident,DataAlliance,0.66,0.58,2.79,532,0
Nielsen > Auto > Midsize > SUV > Mazda - CX-9,exelate,0.66,0.58,4.05,412,0
Past Purchases > Services > Internet Service Provider (ISP) > Brand > HSD1,bluekai,0.66,0.58,2.22,260,90966200
In-Market > Travel > Air Travel  > Advanced Booking > Departing in Less Than 7 Days,bluekai,0.66,0.58,3.41,247,2076000
Interest > Food & Drink > Cooking,bluekai,0.65,0.57,5.12,5065,224977200
Demographic > Age > Lifestages > Silent Generation (64-79),bluekai,0.65,0.57,2.82,966,50484800
Interest > Travel > Cruises & Charters,bluekai,0.65,0.57,4.8,857,192120600
Branded Data > Experian > Age > 60-64,bluekai,0.65,0.57,4.64,688,28268400
Demographic > Ethnicity > Hispanic,lrnetwise,0.65,0.57,4.53,601,0
Audience - Interests > Sports > Team Sports > Confident,DataAlliance,0.65,0.57,0.94,262,0
Intent > Shopping > Shopping - CPG > Shopping - CPG - Dairy,exelate,0.65,0.57,1.84,244,1
US > Premium > Telecommunications > Phone Plans,addthis,0.64,0.55,3.8,629,0
Lifestyle Statements > Social Interaction > I Am Adventurous,targus,0.64,0.55,5.37,486,0
TV Audiences > Demographic Groups > Women 24 - 54,visualdna,0.64,0.55,3.58,481,0
Interest > Travel > Personal Travel - USA > Adventure Travel,bluekai,0.64,0.55,4.02,363,93897600
Product Potential > Financial > Have Health Insurance w/Aetna,targus,0.64,0.55,5.38,322,0
Nielsen > Auto > Midsize > SUV > Honda - Crosstour,exelate,0.64,0.55,3.49,314,0
Branded Data > Transunion > Consumer Financial Services > Consumer Target Groups > Real Estate > Home Owners with Potential Equity,bluekai,0.64,0.55,4.95,222,51809200
US > Premium > Health > Health and Medical >  Medical Terms >  Nurse,addthis,0.64,0.55,3.88,176,0
US > Premium > Telecommunications > Phone Plans > Business Plans,addthis,0.64,0.55,2.08,94,0
AudiencePredictor > Freddie Mac_US_Razorfish | nh6o0x4 > High Value User Lookalike > 10002,ttdeskpat,0.64,0.55,0.95,43,0
In-Market > Autos > Makes & Models > BMW,bluekai,0.63,0.54,3.19,967,817400
Intent > Finance and Insurance > Finance and Insurance - Auto Intenders,exelate,0.63,0.54,2.15,723,1
Intent > Shopping > Shopping - CPG,exelate,0.63,0.54,1.82,667,1
Branded Data > Lotame > B2B > Decision Makers > Small Business Decision Makers,bluekai,0.63,0.54,7.62,348,12792960
AU Experian > Age > 25-34,eyeota,0.63,0.54,3.96,303,0
US > Premium > Financial > Social > Financial Shoppers,addthis,0.63,0.54,2.16,132,0
In-Market > Retail > Shopping Predictors > Transaction Predictors > Retail > Home & Garden > Inside the Home > Decor ,bluekai,0.63,0.54,2.25,102,119650000
Interest > Purchase Behavior > Purchase Behaviors - Auto > Purchase Behaviors - Auto - SUV,exelate,0.63,0.54,2.74,84,1
demographic > gender > males > high,DataAlliance,0.62,0.52,6.42,6552,0
Demographics > Gender > Female,visualdna,0.62,0.52,3.52,3230,0
demographic > age > 35 to 44 > high,DataAlliance,0.62,0.52,3.59,2751,0
A/B Testing > Users In Segments 001-010,DataAlliance,0.62,0.52,4.46,1168,(null)
Interest > Education > Career Advice,bluekai,0.62,0.52,2.11,1004,27757000
Automobiles > All Automobiles,lotame,0.62,0.52,2.49,963,0
Demographic > Lifestyle > Lifestyle - Suburban,exelate,0.62,0.52,3.79,820,1
Branded Data > ALC > B2B Decision Makers > Executive Hierarchy > 'C' Level Executives,bluekai,0.62,0.52,11.5,719,6412000
Branded Data > Experian > Age > 30-39,bluekai,0.62,0.52,4.43,615,44403200
Intent > Finance and Insurance > Finance and Insurance - Banking - Investment,exelate,0.62,0.52,2.39,517,1
Interest > Auto - Owners > Auto - Owners - GMC,exelate,0.62,0.52,4.81,450,1
B2BX > Industry > Colleges and Universities,exelate,0.62,0.52,2.88,447,0
Intent > Propensity > Propensity - Auto,exelate,0.62,0.52,2.85,133,1
demographic > age > 25 to 34 > extreme,DataAlliance,0.61,0.51,3.88,64921,0
A/B Testing > All Known Users,DataAlliance,0.61,0.51,1.92,46031,(null)
Life Events > Important Life Events > Expect Lease Or Buy New Car Or Light Truck Next 12M,targus,0.61,0.51,2.86,727,0
US > Premium > Women > Family > Elder Care,addthis,0.61,0.51,1.79,395,0
Audience - Interests > Real Estate > Apartments & Residential Rentals > Confident,DataAlliance,0.61,0.51,2.89,272,0
Location > Country > France,visualdna,0.61,0.51,0.85,189,0
Branded Data > V12 > CPG > Hair Care > Hair Care,bluekai,0.61,0.51,3.42,108,1186400
Branded Data > V12 > CPG > Hair Care,bluekai,0.61,0.51,3.39,107,78590200
demographic > age > 25 to 34 > confident,DataAlliance,0.6,0.49,4.12,80230,0
demographic > age > 25 to 34 > high,DataAlliance,0.6,0.49,3.51,67668,0
US > Reach > Travel,addthis,0.6,0.49,5.41,1045,0
Automobiles > Models > Hyundai Elantra,lotame,0.6,0.49,3.06,489,0
Intent > Finance and Insurance > Finance and Insurance - Loans - Home Equity,exelate,0.6,0.49,2,414,1
US > Premium > Health > Health and Medical >  Specialties >  Dermatology,addthis,0.6,0.49,1.84,383,0
Colleges and Universities in US,DataAlliance,0.6,0.49,1.41,292,1
purchase intent > cell phones > android > extreme,DataAlliance,0.6,0.49,4.87,234,0
Travel > Interest > Holiday Type > World Exploration,visualdna,0.6,0.49,2.07,166,0
interests > finance > financial markets > affinity,DataAlliance,0.6,0.49,1.4,68,0
AudiencePredictor > Sunrise Senior Living  | p8bk6xk > High Value User Lookalike > 10002,ttdeskpat,0.59,0.47,0.87,227,0
US > Premium > Political >  Issues >  Jobs,addthis,0.59,0.47,1.6,182,0
interests > outdoor activities > affinity,DataAlliance,0.59,0.47,1.77,145,0
demographic > age > 45 to 54 > confident,DataAlliance,0.58,0.46,3.99,8558,0
Audience - Interests > Movies & TV > Confident,DataAlliance,0.58,0.46,2.23,1154,0
Demographics > Children > No Children,visualdna,0.58,0.46,7.13,1063,0
Home & Garden Interests > Cooking/Food Enthusiasts,alliant,0.58,0.46,6.45,536,0
US > Premium > Financial >  Credit - Lending >  Loans,addthis,0.58,0.46,1.88,531,0
US > Premium > Home > Home Decor > Living Room,addthis,0.58,0.46,3.3,379,0
Intent > Finance and Insurance > Finance and Insurance - Taxes,exelate,0.58,0.46,1.91,285,1
Interest > Lifestyles > Luxury Pursuits,bluekai,0.58,0.46,3.76,248,74012800
demographic > age > 45 to 54 > high,DataAlliance,0.57,0.44,3.9,6862,0
Business / B2B > Professions > Tech / IT Professionals,eyeota,0.57,0.44,1.7,2536,0
Custom Segment > Empower Media - DMP > Famous Footwear_LiveRamp_Gold Reward Thrivers_Modeled_Excluding Men > 0-1%,bluekai,0.57,0.44,9.58,1466,0
Demographic > Age > 55-59,bluekai,0.57,0.44,4.07,753,924600
Demographic > Lifestyle > Lifestyle - Renters,exelate,0.57,0.44,3.67,617,1
International Audiences > LEN UK > United Kingdom Age > 21-34,lotame,0.57,0.44,4.87,576,0
Interest > Video Games > Gamers,bluekai,0.57,0.44,6.72,456,74089200
In-Market > Retail > Shopping Predictors > Transaction Predictors > Retail > Home & Garden,bluekai,0.57,0.44,1.9,413,173703000
Interest > Business & Finance > Finance & Investing > Tax Planning,bluekai,0.57,0.44,1.96,364,61340800
Interest > Animals > Pets > Cats,bluekai,0.57,0.44,2.67,226,83643600
In-Market > Retail > Shopping Predictors > Transaction Predictors > Retail > Home & Garden > Inside the Home > Appliances,bluekai,0.57,0.44,3.22,215,4508800
Brazil > Reach > In-Market > Retail > Video Games,addthis,0.57,0.44,0.82,195,0
Interest > Education,bluekai,0.56,0.42,3.95,5752,373636400
US > Premium > Women > Parenting,addthis,0.56,0.42,4.06,1120,0
Branded Data > V12 > Demographic > Age > 30-34,bluekai,0.56,0.42,3.41,997,208600
Entertainment & Lifestyle > Pet Owner,visualdna,0.56,0.42,6.4,437,0
In-Market > Financial Products & Services,bluekai,0.56,0.42,4.08,419,85940800
Entertainment & Lifestyle > Sport > Rugby,visualdna,0.56,0.42,1.8,185,0
Branded Data > Neustar AdAdvisor > Entertainment/Leisure > Physical Fitness Program at Home,bluekai,0.56,0.42,2.5,85,44680400
Demographic > Inferred Gender > Female,eyeota,0.55,0.4,2.82,1735,0
A/B Test Groups > Group 06,bluekai,0.55,0.4,4.11,1358,488658200
Business to Business (B2B) > Professional Groups > IT Professionals,lotame,0.55,0.4,2.88,1261,0
Geographic > IP based > Country > Oceania > Australia & New Zealand,bluekai,0.55,0.4,3.9,950,25099400
Audience - Interests > Food & Drink > Cooking & Recipes > Extreme Confidence,DataAlliance,0.55,0.4,4.7,906,0
Business / B2B > Company Size > Large (1000+ Employees),eyeota,0.55,0.4,2.4,793,0
 TV Audiences > Demographic Groups > Women 24 - 54,visualdna,0.55,0.4,2.89,602,0
Demographic > Career > Career - Executive,exelate,0.55,0.4,3.57,373,1
Product Potential > Hobbies & Interests > Camping Trips-Participate Every Chance I Get,targus,0.55,0.4,4.86,171,0
US > Reach > Financial > Banking,addthis,0.55,0.4,2.68,141,0
"Interest > Health, Beauty & Personal Care > Fitness > Dieting & Weight Loss",bluekai,0.54,0.38,5.69,2938,127398800
interests > education > affinity,DataAlliance,0.54,0.38,5.81,1968,0
Custom Segments > AddThis_KFC Georgia Gold_Custom_Spark_TTD_2017,addthis,0.54,0.38,7.93,844,0
Asia-Pacific > travel,lotame,0.54,0.38,0.87,706,0
Branded Data > Neustar AdAdvisor > Demographics > Age > 46-50,bluekai,0.54,0.38,5.74,618,22307600
Branded Data > Lotame > Food & Restaurants > Cooking & Recipes,bluekai,0.54,0.38,3.1,389,35751400
Interest > Travel > Hotels & Lodging,bluekai,0.54,0.38,2.86,355,399476000
Past Purchases > Autos > Luxury Automobile Buyers,bluekai,0.54,0.38,0.68,327,179876400
Business / B2B > Interest > Investments and Stock Exchanges,eyeota,0.54,0.38,3.94,212,0
Television > Viewership > Shows > A&E > Duck Dynasty,bluekai,0.54,0.38,2.17,154,5468600
Demographic > Family Composition > Children in Household > Yes,bluekai,0.53,0.37,4.15,7966,367315800
Internet Service Provider (ISP) > Connection Type > Cable/DSL,DataAlliance,0.53,0.37,5.7,2903,0
Demographic > Validated Demographic > Age > 30-39,bluekai,0.53,0.37,4.56,2801,19880800
Interest > Purchase Behavior > Purchase Behaviors - Shopping > Purchase Behaviors - Shopping - Fashion - Women,exelate,0.53,0.37,4.86,975,1
Asia-Pacific > entertainment,lotame,0.53,0.37,2.43,928,0
US > Premium > Auto > Current Brands > Dodge,addthis,0.53,0.37,1.8,389,0
Demographic > Career > Career - IT Professionals,exelate,0.53,0.37,1.79,321,1
interests > sports > soccer > affinity,DataAlliance,0.53,0.37,1.2,260,0
Demographic > Age > 25-34,exelate,0.52,0.35,4.19,1781,1
US > Reach > Home > Home Maintenance > Lawn and Garden,addthis,0.52,0.35,3.23,1616,0
US > Premium > Telecommunications > Devices,addthis,0.52,0.35,4.76,785,0
US > Premium > Food >  Foods >  Soup,addthis,0.52,0.35,5.37,399,0
B2B > Industries & Occupations > Health Care > Practitioners > Diagnosing & Treatment > Physical Therapists,bluekai,0.52,0.35,1.74,160,1981000
Interest > Electronics & Computers,bluekai,0.51,0.33,2.91,6420,810653000
Demographics > Age > 41-45,bluekai,0.51,0.33,3.93,3270,12426600
"Demographic > Income Level > ""Income Level - $75,000 Plus""",exelate,0.51,0.33,5.06,2177,1
basic demographic > parents > expecting mothers > affinity,DataAlliance,0.51,0.33,5.94,1016,0
Nielsen > Scarborough > Lifestyle characteristics > Small business owner,exelate,0.51,0.33,6.19,701,0
Nielsen > Auto > Midsize > SUV > Hyundai - Santa Fe LWB,exelate,0.51,0.33,4.11,388,0
Branded Data > US Experian > Lifestyle and Interests > Memberships > Memberships: AARP Members - Precision,eyeota,0.51,0.33,4.63,348,0
Demographic > Lifestyle > Lifestyle - Rural,exelate,0.51,0.33,3.61,272,1
US > Premium > Education >  Universities >  Online Schools,addthis,0.51,0.33,2.3,175,0
Interest > Arts & Entertainment,bluekai,0.5,0.31,3.49,8536,659373200
demographic > age > 35 to 44 > confident,DataAlliance,0.5,0.31,3.84,3683,0
Interest > Sports,bluekai,0.5,0.31,3,3667,373839600
demographic > income > 60k to 100k > confident,DataAlliance,0.5,0.31,1.77,1989,0
US > Premium > Shoppers In-Market > By Interest Vertical > Home,addthis,0.5,0.31,2.53,680,0
Interest > Politics & Society > Charities & Non-Profits,bluekai,0.5,0.31,3.1,600,242683800
Interest  > Entertainment > TV,eyeota,0.5,0.31,4.21,565,0
interests > food & drink > extreme,DataAlliance,0.5,0.31,2.04,277,0
Entertainment & Lifestyle > Interest > Tickets > Museum and Gallery,visualdna,0.5,0.31,0.91,192,0
B2BX > Functional Area > C-Suite,exelate,0.49,0.29,12.91,4526,0
Nielsen > Auto > Compact > SUV > GMC - Terrain,exelate,0.49,0.29,3.79,375,0
SEA > Demographic > Inferred Gender > Female,eyeota,0.49,0.29,3.07,298,0
Entertainment & Lifestyle > Interest > Tickets > Museum and Gallery,visualdna,0.49,0.29,1.12,241,0
purchase intent > outdoor activities > fishing & game > affinity,DataAlliance,0.49,0.29,2.23,88,0
Audience - Interests > Computers > Computer Hardware > Extreme Confidence,DataAlliance,0.49,0.29,1.88,74,0
demographic > income > 60k to 100k > high,DataAlliance,0.48,0.27,3.06,3715,0
basic demographic > gender > female > extreme,DataAlliance,0.48,0.27,4.47,3232,0
Demographics > Age > 46-50,bluekai,0.48,0.27,4,2739,13010800
demographic > income > 60k to 100k > extreme,DataAlliance,0.48,0.27,2.37,2296,0
Asia-Pacific > fashion & beauty,lotame,0.48,0.27,3.72,673,0
Ethnic Interests > African American Product Buyers,alliant,0.48,0.27,3.88,539,0
US > Premium > Home > Home Decor,addthis,0.48,0.27,2.82,399,0
In-Market > Education > Types > Undergraduate > 4 Year,bluekai,0.48,0.27,2.11,339,8400
Entertainment & Lifestyle > Nightlife Enthusiast,visualdna,0.48,0.27,2.49,250,0
Branded Data > Neustar AdAdvisor > Demographics > Age > 26-30,bluekai,0.48,0.27,3.98,240,14926800
Demographics > Age > 31-35,bluekai,0.47,0.24,3.34,5871,9409200
demographic > age > 18 to 24 > confident,DataAlliance,0.47,0.24,3.62,3843,0
"Demographic > Financial Attributes > Estimated Household Income > $40,000-$49,999",bluekai,0.47,0.24,6.32,2866,92340200
Demographic > Optimized > Male 25-29 > Extreme Confidence,DataAlliance,0.47,0.24,5.01,1133,0
US > Reach > Auto > General,addthis,0.47,0.24,2.14,837,0
US > Premium > Auto > Current Brands > Ford,addthis,0.47,0.24,2.25,556,0
Demographics > Age and Gender Combinations > 35-44 Female,targus,0.47,0.24,4.18,513,0
Entertainment & Lifestyle > Interest > Online Games,visualdna,0.47,0.24,0.92,488,0
In-Market > Education > Types > Undergraduate,bluekai,0.47,0.24,2.09,432,172200
Intent > Propensity > Propensity - Auto > Propensity - Auto - Budget $75K+,exelate,0.47,0.24,9.45,390,1
Nielsen > Auto > Large > Pickup > Toyota - Tundra,exelate,0.47,0.24,4.62,379,0
B2B > Industries & Occupations > Production & Manufacturing > Metals & Plastics,bluekai,0.47,0.24,2.43,251,5994800
Frequent Buyers > Outdoor Sports Buyers > Hiking & Camping,bluekai,0.47,0.24,4.1,168,24159400
purchase intent > technology > extreme,DataAlliance,0.47,0.24,1.86,76,0
Hispanic > LLN US > US Hispanics Gender > Female,lotame,0.46,0.22,9.89,3332,0
Home & Family > Outdoor Enthusiasts,lotame,0.46,0.22,3.01,1256,0
Lotame_OCR Optimized > Age > 35-54_M_HIGH OT%,lotame,0.46,0.22,9.09,1143,0
Lotame_OCR Optimized > Age > 35-54_M,lotame,0.46,0.22,8.64,1076,0
Audience - Interests > Real Estate > Confident,DataAlliance,0.46,0.22,3.69,539,0
Intent > Services > Services - Finance and Insurance > Services - Finance and Insurance - Credit Cards,exelate,0.46,0.22,2.46,414,1
Branded Data > V12 > Demographic > Children in Household > Yes,bluekai,0.46,0.22,3.54,370,94955800
US > Premium > Financial >  Banking >  Banking Intenders,addthis,0.46,0.22,2.88,362,0
Restaurants > Restaurants - Fast Food > Restaurants - Fast Food - Popeyes > Restaurants - Fast Food - Popeyes - Heavy Credit/Debit Buyer,exelate,0.46,0.22,5.31,336,0
US > Premium > Travel > Travel Enthusiast > Travel Terms,addthis,0.46,0.22,3.61,303,0
US > Premium > Financial >  Credit - Lending >  Mortgage,addthis,0.46,0.22,1.45,91,0
demographic > gender > females > confident,DataAlliance,0.45,0.2,3.9,15029,0
advanced demographics > parents of toddlers,lotame,0.45,0.2,6.15,2378,0
B2B > Industries & Occupations > Government,bluekai,0.45,0.2,2.06,791,45213200
B2B > Industries & Occupations > Health Care,bluekai,0.45,0.2,3.17,338,54905800
US > Premium > Home > Social > Home Shoppers,addthis,0.45,0.2,2.82,300,0
Demographic > Military Status > Veteran in Household,bluekai,0.45,0.2,2.59,277,21040600
Retail & Consumer Goods > Clothes > Fashion Style > Outdoor,visualdna,0.45,0.2,5.18,220,0
AudiencePredictor > Code42 | l2kljzy > High Value User Lookalike > 10001,ttdeskpat,0.45,0.2,1.91,163,0
demographic > age > 45 to 54 > extreme,DataAlliance,0.44,0.18,3.62,5475,0
Demographic > Age > Lifestages > Baby Boomers (55-63),bluekai,0.44,0.18,4.75,2712,63225600
purchase intent > cell phones > affinity,DataAlliance,0.44,0.18,4.69,1345,0
Automotive > In-Market for New SUV,alliant,0.44,0.18,2.95,643,0
US > Premium > Retail >  Apparel >  Jewelry,addthis,0.44,0.18,1.29,512,0
US > Premium > Health > Health and Wellness,addthis,0.44,0.18,4.13,273,0
"Interest > Health, Beauty & Personal Care > Fitness",bluekai,0.43,0.16,5.55,6301,241965800
Interest > Shopping,bluekai,0.43,0.16,4.93,5563,490402000
US > Reach > Home > Home Maintenance,addthis,0.43,0.16,2.32,830,0
Interest  > Entertainment > Music > Music - Interviews,eyeota,0.43,0.16,3.91,440,0
Interest  > Entertainment > Music > Music - Songwriters,eyeota,0.43,0.16,3.9,440,0
Demographic > Financial Attributes > Credit & Debt > Credit Card Holder,bluekai,0.43,0.16,2.39,425,268115000
Lifestyles > Seniors,bluekai,0.43,0.16,2.69,420,89865200
In-Market > Autos > Makes & Models > Jeep,bluekai,0.43,0.16,2.34,317,859000
"Branded Data > V12 > Finance > Household Income > $100,000+ > $200,000-$249,999",bluekai,0.43,0.16,3.04,135,10569600
DataLogix - Private Channel Partner Customs > The Trade Desk > DLX_Merkle_HRBlock_ONLINE_Modeled_201612,bluekai,0.43,0.16,1.34,90,0
AudiencePredictor > MAIF | l2ryvx7 > High Value User Lookalike > 10001,ttdeskpat,0.43,0.16,1.24,83,0
demographic > gender > females > high,DataAlliance,0.42,0.13,3.86,12066,0
culture > hispanic > affinity,DataAlliance,0.42,0.13,8.48,1745,0
demographic > age > 55 to 64 > confident,DataAlliance,0.42,0.13,2.53,1680,0
Demographic > Age > Lifestages > Jonsers (43-54),bluekai,0.42,0.13,4.91,1243,69810400
Audience - Interests > Computers > Computer Software > Confident,DataAlliance,0.42,0.13,12.35,844,0
Audience - Interests > Sports > Football > Confident,DataAlliance,0.42,0.13,8.44,767,0
US > Reach > Retail,addthis,0.42,0.13,1.94,576,0
basic demographic > gender > female > affinity,DataAlliance,0.41,0.11,4.2,6578,0
A/B Testing > Users In Segments 051-060,DataAlliance,0.41,0.11,5.43,1654,(null)
Demographic > Validated Demographic > Age > 65+,bluekai,0.41,0.11,4.54,1288,18977400
"Audience - Interests > Arts, Entertainment, & Events > High Confidence",DataAlliance,0.41,0.11,3.52,1149,0
Demographic > Inferred Income Level > High / Affluent,eyeota,0.41,0.11,4.13,1071,0
"Demographic > Income Level > ""Income Level - $150,000 Plus""",exelate,0.41,0.11,4.35,613,1
interests > home & garden > affinity,DataAlliance,0.41,0.11,3.08,507,0
interests > sports > football > strong affinity,DataAlliance,0.41,0.11,4.96,469,0
B2B > Industries & Occupations > Health Care > Practitioners > Diagnosing & Treatment > Doctors,bluekai,0.41,0.11,5.98,280,2652000
Demographics > Age > 26-30,bluekai,0.4,0.08,3.93,10486,6023000
Hispanic > LLN US > US Hispanics or Spanish Speakers,lotame,0.4,0.08,6.13,7920,0
A/B Testing > Users In Segments 081-090,DataAlliance,0.4,0.08,5.31,1543,(null)
"Branded Data > IXI > Economic Cohorts > $100-$200K Income, Age: Working Years (35-54), Prudent Professionals - Suburban Singles and Couples: J52",bluekai,0.4,0.08,5.54,534,12630600
Branded Data > Lotame > Ages > 25-34 > 30-34,bluekai,0.4,0.08,7.41,360,13349120
Retail & Consumer Goods > Clothes > Fashion Style > Outdoor,visualdna,0.4,0.08,4.47,324,0
US > Premium > Retail >  Books >  Books,addthis,0.4,0.08,3.94,188,0
Interest > Auto - Owners > Auto - Owners - Buick,exelate,0.4,0.08,2.23,107,1
Demographic > Age > 30-39 > 30-34,bluekai,0.39,0.06,3.79,39202,59842800
Business to Business (B2B) > Decision Makers > Small Business Decision Makers,lotame,0.39,0.06,7.88,1765,0
